workload,trace_id,scale_selected,node_id,call_index,trace_llm_calls,prompt_qwen36_tokens,input_nemotron_tokens,output_recorded_tokens,output_reasoning_tokens,output_nonreasoning_tokens,output_unknown_tokens,capture_llm_phase_seconds
minisweagent,django__django-10914,True,llm-087,87,104,40351,45952,103,47,56,0,1.5381395816802979
minisweagent,django__django-10914,True,llm-088,88,104,40443,46086,53,7,46,0,1.2066271305084229
minisweagent,django__django-10914,True,llm-089,89,104,40831,46484,66,14,52,0,1.5056488513946533
minisweagent,django__django-10914,True,llm-090,90,104,41123,46788,80,24,56,0,1.5130789279937744
minisweagent,django__django-10914,True,llm-091,91,104,41215,46899,53,7,46,0,1.1961753368377686
minisweagent,django__django-10914,True,llm-092,92,104,41607,47301,45,14,31,0,0.9083564281463623
minisweagent,django__django-10914,True,llm-093,93,104,42004,47725,76,18,58,0,1.9900767803192139
minisweagent,django__django-10914,True,llm-094,94,104,42113,47850,203,20,183,0,3.546734571456909
minisweagent,django__django-10914,True,llm-095,95,104,42342,48095,60,15,45,0,1.3270905017852783
minisweagent,django__django-10914,True,llm-096,96,104,42421,48186,38,7,31,0,1.2584397792816162
minisweagent,django__django-10914,True,llm-097,97,104,42818,48603,147,88,59,0,2.788959264755249
minisweagent,django__django-10914,True,llm-098,98,104,42928,48799,80,21,59,0,1.322709321975708
minisweagent,django__django-10914,True,llm-099,99,104,43043,48933,72,16,56,0,1.2066895961761475
minisweagent,django__django-10914,True,llm-100,100,104,43228,49136,63,31,32,0,1.1006808280944824
minisweagent,django__django-10914,True,llm-101,101,104,43320,49256,69,10,59,0,1.3052735328674316
minisweagent,django__django-10914,True,llm-102,102,104,43435,49379,54,21,33,0,1.0204951763153076
minisweagent,django__django-10914,True,llm-103,103,104,43663,49621,56,25,31,0,1.2546467781066895
minisweagent,django__django-10914,True,llm-104,104,104,44060,50056,122,79,43,0,2.4120559692382812
minisweagent,django__django-10924,True,llm-001,1,107,1486,1480,211,101,110,0,3.7178478240966797
minisweagent,django__django-10924,True,llm-002,2,107,1814,1920,60,14,46,0,1.4781672954559326
minisweagent,django__django-10924,True,llm-003,3,107,1904,2023,66,14,52,0,1.5104072093963623
minisweagent,django__django-10924,True,llm-004,4,107,3021,3111,99,57,42,0,1.9846925735473633
minisweagent,django__django-10924,True,llm-005,5,107,3109,3255,64,16,48,0,1.506821870803833
minisweagent,django__django-10924,True,llm-006,6,107,3854,3999,130,81,49,0,2.247279644012451
minisweagent,django__django-10924,True,llm-007,7,107,4032,4258,74,24,50,0,1.733311653137207
minisweagent,django__django-10924,True,llm-008,8,107,4800,5028,69,17,52,0,1.7048966884613037
minisweagent,django__django-10924,True,llm-009,9,107,5198,5430,67,22,45,0,1.5815367698669434
minisweagent,django__django-10924,True,llm-010,10,107,5444,5680,69,19,50,0,2.5884461402893066
minisweagent,django__django-10924,True,llm-011,11,107,5994,6216,66,16,50,0,1.7443842887878418
minisweagent,django__django-10924,True,llm-012,12,107,6747,6959,132,93,39,0,2.3475348949432373
minisweagent,django__django-10924,True,llm-013,13,107,7856,8177,53,13,40,0,1.3427410125732422
minisweagent,django__django-10924,True,llm-014,14,107,7962,8291,54,19,35,0,3.2301876544952393
minisweagent,django__django-10924,True,llm-015,15,107,10414,10809,55,13,42,0,1.695526361465454
minisweagent,django__django-10924,True,llm-016,16,107,10573,10977,55,8,47,0,1.3812847137451172
minisweagent,django__django-10924,True,llm-017,17,107,10893,11304,318,99,219,0,4.587804555892944
minisweagent,django__django-10924,True,llm-018,18,107,11478,11989,39,8,31,0,1.07126784324646
minisweagent,django__django-10924,True,llm-019,19,107,11590,12106,224,5,219,0,2.8892881870269775
minisweagent,django__django-10924,True,llm-020,20,107,12669,13255,36,6,30,0,0.9722299575805664
minisweagent,django__django-10924,True,llm-021,21,107,12781,13369,224,5,219,0,2.8722007274627686
minisweagent,django__django-10924,True,llm-022,22,107,13126,13709,241,36,205,0,3.48014497756958
minisweagent,django__django-10924,True,llm-023,23,107,13581,14197,155,107,48,0,2.350684881210327
minisweagent,django__django-10924,True,llm-024,24,107,14136,14849,177,125,52,0,2.835068702697754
minisweagent,django__django-10924,True,llm-025,25,107,14377,15202,155,109,46,0,2.9067740440368652
minisweagent,django__django-10924,True,llm-026,26,107,14473,15405,67,18,49,0,1.5212445259094238
minisweagent,django__django-10924,True,llm-027,27,107,14681,15618,71,19,52,0,2.160888910293579
minisweagent,django__django-10924,True,llm-028,28,107,14920,15863,71,26,45,0,1.6509249210357666
minisweagent,django__django-10924,True,llm-029,29,107,15075,16034,66,11,55,0,1.4923076629638672
minisweagent,django__django-10924,True,llm-030,30,107,15165,16131,67,13,54,0,1.621626615524292
minisweagent,django__django-10924,True,llm-031,31,107,15315,16288,401,185,216,0,5.725259780883789
minisweagent,django__django-10924,True,llm-032,32,107,15782,16938,1067,23,1044,0,13.199767112731934
minisweagent,django__django-10924,True,llm-033,33,107,16888,18040,235,9,226,0,3.690423011779785
minisweagent,django__django-10924,True,llm-034,34,107,17357,18516,113,35,78,0,2.1799986362457275
minisweagent,django__django-10924,True,llm-035,35,107,17471,18660,237,10,227,0,3.606774091720581
minisweagent,django__django-10924,True,llm-036,36,107,17945,19141,72,19,53,0,1.6952946186065674
minisweagent,django__django-10924,True,llm-037,37,107,18083,19289,67,12,55,0,1.7500076293945312
minisweagent,django__django-10924,True,llm-038,38,107,18272,19487,232,5,227,0,4.662693977355957
minisweagent,django__django-10924,True,llm-039,39,107,18746,19963,86,24,62,0,6.667880535125732
minisweagent,django__django-10924,True,llm-040,40,107,18897,20129,274,23,251,0,3.8950273990631104
minisweagent,django__django-10924,True,llm-041,41,107,19278,20523,287,15,272,0,18.393635034561157
minisweagent,django__django-10924,True,llm-042,42,107,19674,20922,258,17,241,0,4.836349010467529
minisweagent,django__django-10924,True,llm-043,43,107,20160,21424,309,23,286,0,4.258965969085693
minisweagent,django__django-10924,True,llm-044,44,107,20560,21839,258,11,247,0,3.5464186668395996
minisweagent,django__django-10924,True,llm-045,45,107,20912,22193,264,17,247,0,4.306507587432861
minisweagent,django__django-10924,True,llm-046,46,107,21262,22551,54,23,31,0,2.3683712482452393
minisweagent,django__django-10924,True,llm-047,47,107,21345,22652,315,23,292,0,4.716058969497681
minisweagent,django__django-10924,True,llm-048,48,107,21797,23119,86,20,66,0,1.5645427703857422
minisweagent,django__django-10924,True,llm-049,49,107,21912,23250,34,5,29,0,2.04150128364563
minisweagent,django__django-10924,True,llm-050,50,107,22023,23362,58,11,47,0,1.1929612159729004
minisweagent,django__django-10924,True,llm-051,51,107,22566,23943,76,14,62,0,1.211625337600708
minisweagent,django__django-10924,True,llm-052,52,107,22718,24107,76,10,66,0,1.2779080867767334
minisweagent,django__django-10924,True,llm-053,53,107,23504,24945,69,14,55,0,1.1519536972045898
minisweagent,django__django-10924,True,llm-054,54,107,23617,25070,45,8,37,0,0.8341546058654785
minisweagent,django__django-10924,True,llm-055,55,107,23701,25160,188,17,171,0,4.813123464584351
minisweagent,django__django-10924,True,llm-056,56,107,24149,25642,216,21,195,0,3.059544801712036
minisweagent,django__django-10924,True,llm-057,57,107,24455,25957,183,13,170,0,2.7199161052703857
minisweagent,django__django-10924,True,llm-058,58,107,24952,26476,191,15,176,0,2.8204729557037354
minisweagent,django__django-10924,True,llm-059,59,107,25277,26809,54,9,45,0,1.4295008182525635
minisweagent,django__django-10924,True,llm-060,60,107,25416,26961,185,8,177,0,2.6309592723846436
minisweagent,django__django-10924,True,llm-061,61,107,26282,27883,207,30,177,0,3.080148696899414
minisweagent,django__django-10924,True,llm-062,62,107,26610,28237,54,14,40,0,0.9859867095947266
minisweagent,django__django-10924,True,llm-063,63,107,26684,28322,68,13,55,0,1.381544589996338
minisweagent,django__django-10924,True,llm-064,64,107,27465,29152,188,12,176,0,2.667011022567749
minisweagent,django__django-10924,True,llm-065,65,107,28125,29856,195,11,184,0,3.0079405307769775
minisweagent,django__django-10924,True,llm-066,66,107,28793,30567,41,10,31,0,0.7972972393035889
minisweagent,django__django-10924,True,llm-067,67,107,34230,36066,72,12,60,0,1.5706262588500977
minisweagent,django__django-10924,True,llm-068,68,107,34348,36195,48,9,39,0,1.1799499988555908
minisweagent,django__django-10924,True,llm-069,69,107,34428,36283,74,12,62,0,1.585897445678711
minisweagent,django__django-10924,True,llm-070,70,107,34630,36492,79,10,69,0,1.614107370376587
minisweagent,django__django-10924,True,llm-071,71,107,34963,36850,206,22,184,0,3.0035457611083984
minisweagent,django__django-10924,True,llm-072,72,107,35631,37572,47,12,35,0,0.8944423198699951
minisweagent,django__django-10924,True,llm-073,73,107,36016,37966,60,18,42,0,1.2797224521636963
minisweagent,django__django-10924,True,llm-074,74,107,36520,38478,206,26,180,0,3.0698118209838867
minisweagent,django__django-10924,True,llm-075,75,107,39185,41486,1060,56,1004,0,13.125468015670776
minisweagent,django__django-10924,True,llm-076,76,107,40652,43043,442,17,425,0,5.760025501251221
minisweagent,django__django-10924,True,llm-077,77,107,41220,43622,185,14,171,0,2.9308993816375732
minisweagent,django__django-10924,True,llm-078,78,107,41668,44101,186,10,176,0,2.8402578830718994
minisweagent,django__django-10924,True,llm-079,79,107,41953,44386,180,11,169,0,2.871042013168335
minisweagent,django__django-10924,True,llm-080,80,107,42675,45190,192,24,168,0,2.9068784713745117
minisweagent,django__django-10924,True,llm-081,81,107,43169,45722,190,15,175,0,2.8410146236419678
minisweagent,django__django-10924,True,llm-082,82,107,45750,48555,224,38,186,0,3.3272790908813477
minisweagent,django__django-10924,True,llm-083,83,107,46718,49614,194,14,180,0,2.858504295349121
minisweagent,django__django-10924,True,llm-084,84,107,48016,51003,49,18,31,0,1.282578945159912
minisweagent,django__django-10924,True,llm-085,85,107,48388,51386,88,29,59,0,1.3719978332519531
minisweagent,django__django-10924,True,llm-086,86,107,48552,51579,65,19,46,0,1.1436331272125244
minisweagent,django__django-10924,True,llm-087,87,107,48920,51986,65,19,46,0,1.1062469482421875
minisweagent,django__django-10924,True,llm-088,88,107,49545,52650,89,43,46,0,1.6568539142608643
minisweagent,django__django-10924,True,llm-089,89,107,49647,52793,54,8,46,0,1.419898271560669
minisweagent,django__django-10924,True,llm-090,90,107,50199,53351,537,25,512,0,7.095488786697388
minisweagent,django__django-10924,True,llm-091,91,107,50771,53931,53,7,46,0,1.4491734504699707
minisweagent,django__django-10924,True,llm-092,92,107,51033,54198,54,8,46,0,1.0109927654266357
minisweagent,django__django-10924,True,llm-093,93,107,51327,54494,994,13,981,0,12.039182186126709
minisweagent,django__django-10924,True,llm-094,94,107,52769,55985,185,14,171,0,2.792354106903076
minisweagent,django__django-10924,True,llm-095,95,107,53217,56464,186,10,176,0,2.8154852390289307
minisweagent,django__django-10924,True,llm-096,96,107,53502,56749,180,11,169,0,2.707947015762329
minisweagent,django__django-10924,True,llm-097,97,107,54224,57553,193,13,180,0,3.012718677520752
minisweagent,django__django-10924,True,llm-098,98,107,55522,58941,48,17,31,0,1.1788654327392578
minisweagent,django__django-10924,True,llm-099,99,107,56296,59729,62,15,47,0,1.4721019268035889
minisweagent,django__django-10924,True,llm-100,100,107,57086,60531,538,81,457,0,6.929632663726807
minisweagent,django__django-10924,True,llm-101,101,107,57727,61252,430,26,404,0,6.470197439193726
minisweagent,django__django-10924,True,llm-102,102,107,58227,61770,90,43,47,0,1.4451017379760742
minisweagent,django__django-10924,True,llm-103,103,107,59017,62600,112,70,42,0,1.776496410369873
minisweagent,django__django-10924,True,llm-104,104,107,59113,62769,54,7,47,0,1.2367818355560303
minisweagent,django__django-10924,True,llm-105,105,107,59903,63563,52,10,42,0,1.149902105331421
minisweagent,django__django-10924,True,llm-106,106,107,59999,63672,50,9,41,0,1.1873815059661865
minisweagent,django__django-10924,True,llm-107,107,107,60783,64462,45,6,39,0,1.1496107578277588
minisweagent,django__django-11001,True,llm-001,1,55,1841,1832,202,118,84,0,48.85981869697571
minisweagent,django__django-11001,True,llm-002,2,55,2032,2143,91,43,48,0,1.767066240310669
minisweagent,django__django-11001,True,llm-003,3,55,2235,2384,68,20,48,0,2.7215449810028076
minisweagent,django__django-11001,True,llm-004,4,55,3723,3846,1292,1045,247,0,17.40792179107666
minisweagent,django__django-11001,True,llm-005,5,55,4099,5242,669,542,127,0,14.424360036849976
minisweagent,django__django-11001,True,llm-006,6,55,4591,6259,249,16,233,0,3.1889498233795166
minisweagent,django__django-11001,True,llm-007,7,55,4914,6585,285,20,265,0,3.5379254817962646
minisweagent,django__django-11001,True,llm-008,8,55,5323,7002,250,41,209,0,3.121997356414795
minisweagent,django__django-11001,True,llm-009,9,55,5678,7382,281,209,72,0,3.8289129734039307
minisweagent,django__django-11001,True,llm-010,10,55,6139,8034,275,173,102,0,3.429082155227661
minisweagent,django__django-11001,True,llm-011,11,55,6270,8340,58,10,48,0,0.94065260887146
minisweagent,django__django-11001,True,llm-012,12,55,6718,8785,112,42,70,0,1.6923284530639648
minisweagent,django__django-11001,True,llm-013,13,55,6842,8949,58,10,48,0,0.9606812000274658
minisweagent,django__django-11001,True,llm-014,14,55,7104,9212,112,10,102,0,1.5567543506622314
minisweagent,django__django-11001,True,llm-015,15,55,7235,9355,59,11,48,0,0.9348008632659912
minisweagent,django__django-11001,True,llm-016,16,55,7542,9665,540,19,521,0,6.506931304931641
minisweagent,django__django-11001,True,llm-017,17,55,8692,10826,65,34,31,0,1.1538143157958984
minisweagent,django__django-11001,True,llm-018,18,55,8804,10969,517,8,509,0,6.2528276443481445
minisweagent,django__django-11001,True,llm-019,19,55,10176,12411,57,27,30,0,1.0178406238555908
minisweagent,django__django-11001,True,llm-020,20,55,10288,12546,516,7,509,0,6.2607080936431885
minisweagent,django__django-11001,True,llm-021,21,55,10939,13186,949,30,919,0,11.373866319656372
minisweagent,django__django-11001,True,llm-022,22,55,11950,14232,653,36,617,0,7.94158935546875
minisweagent,django__django-11001,True,llm-023,23,55,12738,15028,129,62,67,0,1.7745745182037354
minisweagent,django__django-11001,True,llm-024,24,55,12855,15202,40,11,29,0,0.8203721046447754
minisweagent,django__django-11001,True,llm-025,25,55,12966,15320,65,11,54,0,1.1149230003356934
minisweagent,django__django-11001,True,llm-026,26,55,13155,15520,68,8,60,0,1.0912132263183594
minisweagent,django__django-11001,True,llm-027,27,55,13346,15725,39,8,31,0,0.7306385040283203
minisweagent,django__django-11001,True,llm-028,28,55,18783,21222,40,7,33,0,0.9681227207183838
minisweagent,django__django-11001,True,llm-029,29,55,19201,21642,59,7,52,0,0.9274957180023193
minisweagent,django__django-11001,True,llm-030,30,55,19811,22316,58,14,44,0,1.0066733360290527
minisweagent,django__django-11001,True,llm-031,31,55,19915,22431,39,7,32,0,0.7372021675109863
minisweagent,django__django-11001,True,llm-032,32,55,20013,22532,46,11,35,0,0.8800041675567627
minisweagent,django__django-11001,True,llm-033,33,55,20090,22618,61,15,46,0,0.9814064502716064
minisweagent,django__django-11001,True,llm-034,34,55,20278,22814,45,9,36,0,0.8512477874755859
minisweagent,django__django-11001,True,llm-035,35,55,20396,22937,53,7,46,0,0.9208512306213379
minisweagent,django__django-11001,True,llm-036,36,55,20825,23381,58,8,50,0,1.1882829666137695
minisweagent,django__django-11001,True,llm-037,37,55,22854,25354,61,12,49,0,1.177502155303955
minisweagent,django__django-11001,True,llm-038,38,55,24237,26696,59,19,40,0,1.226670742034912
minisweagent,django__django-11001,True,llm-039,39,55,25827,28186,90,27,63,0,1.4950082302093506
minisweagent,django__django-11001,True,llm-040,40,55,26194,28574,61,12,49,0,1.0980052947998047
minisweagent,django__django-11001,True,llm-041,41,55,26922,29325,69,19,50,0,1.1683356761932373
minisweagent,django__django-11001,True,llm-042,42,55,27307,29723,629,36,593,0,7.837409496307373
minisweagent,django__django-11001,True,llm-043,43,55,28068,30509,599,85,514,0,7.339445352554321
minisweagent,django__django-11001,True,llm-044,44,55,28901,31416,548,29,519,0,6.979010581970215
minisweagent,django__django-11001,True,llm-045,45,55,29715,32250,505,29,476,0,6.237310886383057
minisweagent,django__django-11001,True,llm-046,46,55,30408,32953,73,23,50,0,1.1776657104492188
minisweagent,django__django-11001,True,llm-047,47,55,30882,33443,966,21,945,0,11.68536639213562
minisweagent,django__django-11001,True,llm-048,48,55,31942,34499,362,17,345,0,4.808583498001099
minisweagent,django__django-11001,True,llm-049,49,55,32426,34993,1035,46,989,0,12.499155521392822
minisweagent,django__django-11001,True,llm-050,50,55,33555,36147,95,27,68,0,1.433159589767456
minisweagent,django__django-11001,True,llm-051,51,55,33879,36473,73,13,60,0,1.3131179809570312
minisweagent,django__django-11001,True,llm-052,52,55,34002,36606,91,47,44,0,1.3653538227081299
minisweagent,django__django-11001,True,llm-053,53,55,34149,36802,125,70,55,0,1.8499164581298828
minisweagent,django__django-11001,True,llm-054,54,55,34628,37344,52,21,31,0,1.1564984321594238
minisweagent,django__django-11001,True,llm-055,55,55,34800,37529,52,13,39,0,0.9489428997039795
minisweagent,django__django-11019,True,llm-001,1,82,1723,1731,155,64,91,0,2.128934144973755
minisweagent,django__django-11019,True,llm-002,2,82,1857,1925,52,19,33,0,0.8584749698638916
minisweagent,django__django-11019,True,llm-003,3,82,4478,4451,80,23,57,0,1.292104721069336
minisweagent,django__django-11019,True,llm-004,4,82,6185,6115,556,320,236,0,6.675957679748535
minisweagent,django__django-11019,True,llm-005,5,82,6637,6879,39,8,31,0,0.7233808040618896
minisweagent,django__django-11019,True,llm-006,6,82,6749,6996,160,5,155,0,2.0839836597442627
minisweagent,django__django-11019,True,llm-007,7,82,7044,7287,4096,4096,0,0,
minisweagent,django__django-11019,True,llm-008,8,82,7076,6900,2219,1947,272,0,
minisweagent,django__django-11019,True,llm-009,9,82,7544,9316,581,311,270,0,21.49070382118225
minisweagent,django__django-11019,True,llm-010,10,82,7905,9992,262,217,45,0,3.2809953689575195
minisweagent,django__django-11019,True,llm-011,11,82,8532,10808,1547,796,751,0,18.31300449371338
minisweagent,django__django-11019,True,llm-012,12,82,9447,12476,825,330,495,0,10.460158824920654
minisweagent,django__django-11019,True,llm-013,13,82,10071,13410,804,761,43,0,9.619635343551636
minisweagent,django__django-11019,True,llm-014,14,82,10295,14386,60,17,43,0,0.9467155933380127
minisweagent,django__django-11019,True,llm-015,15,82,10559,14655,55,12,43,0,0.8924610614776611
minisweagent,django__django-11019,True,llm-016,16,82,10816,14910,421,352,69,0,5.227457523345947
minisweagent,django__django-11019,True,llm-017,17,82,11004,15453,48,13,35,0,0.8704721927642822
minisweagent,django__django-11019,True,llm-018,18,82,13845,18206,2167,1639,528,0,25.68180823326111
minisweagent,django__django-11019,True,llm-019,19,82,14601,20574,1911,994,917,0,23.233097314834595
minisweagent,django__django-11019,True,llm-020,20,82,15780,22719,1725,1673,52,0,20.908268213272095
minisweagent,django__django-11019,True,llm-021,21,82,15880,24489,64,9,55,0,1.085167407989502
minisweagent,django__django-11019,True,llm-022,22,82,16431,25076,162,7,155,0,2.409209966659546
minisweagent,django__django-11019,True,llm-023,23,82,17661,26374,37,7,30,0,1.1088988780975342
minisweagent,django__django-11019,True,llm-024,24,82,17773,26489,197,8,189,0,2.6334853172302246
minisweagent,django__django-11019,True,llm-025,25,82,18631,27417,2184,1370,814,0,25.793723821640015
minisweagent,django__django-11019,True,llm-026,26,82,19957,30070,1202,928,274,0,14.353766918182373
minisweagent,django__django-11019,True,llm-027,27,82,20366,31388,2526,1672,854,0,31.166521787643433
minisweagent,django__django-11019,True,llm-028,28,82,21729,34378,2213,1169,1044,0,26.62166929244995
minisweagent,django__django-11019,True,llm-029,29,82,23214,37008,1564,360,1204,0,18.97762155532837
minisweagent,django__django-11019,True,llm-030,30,82,24901,39015,767,712,55,0,13.189635753631592
minisweagent,django__django-11019,True,llm-031,31,82,26467,41232,1604,88,1516,0,20.391082286834717
minisweagent,django__django-11019,True,llm-032,32,82,28111,42919,54,14,40,0,3.4854962825775146
minisweagent,django__django-11019,True,llm-033,33,82,28186,43004,1408,20,1388,0,17.334805965423584
minisweagent,django__django-11019,True,llm-034,34,82,29674,44447,67,31,36,0,3.1989729404449463
minisweagent,django__django-11019,True,llm-035,35,82,29854,44660,73,17,56,0,1.7580268383026123
minisweagent,django__django-11019,True,llm-036,36,82,29942,44764,187,11,176,0,3.0375940799713135
minisweagent,django__django-11019,True,llm-037,37,82,30234,45058,224,35,189,0,3.2127583026885986
minisweagent,django__django-11019,True,llm-038,38,82,31491,46434,448,111,337,0,7.71278190612793
minisweagent,django__django-11019,True,llm-039,39,82,31970,46993,340,7,333,0,4.623033285140991
minisweagent,django__django-11019,True,llm-040,40,82,32474,47478,187,135,52,0,5.80986762046814
minisweagent,django__django-11019,True,llm-041,41,82,33162,48265,451,69,382,0,8.226951360702515
minisweagent,django__django-11019,True,llm-042,42,82,33822,48962,231,29,202,0,5.050331354141235
minisweagent,django__django-11019,True,llm-043,43,82,34284,49459,67,15,52,0,2.3795325756073
minisweagent,django__django-11019,True,llm-044,44,82,35280,50425,397,122,275,0,5.468729019165039
minisweagent,django__django-11019,True,llm-045,45,82,35779,51023,1014,104,910,0,14.456896543502808
minisweagent,django__django-11019,True,llm-046,46,82,36793,52113,1490,30,1460,0,21.02674126625061
minisweagent,django__django-11019,True,llm-047,47,82,38363,53638,208,6,202,0,5.005960941314697
minisweagent,django__django-11019,True,llm-048,48,82,38670,53946,208,14,194,0,6.471190929412842
minisweagent,django__django-11019,True,llm-049,49,82,39783,55146,110,59,51,0,2.9106740951538086
minisweagent,django__django-11019,True,llm-050,50,82,40275,55677,338,299,39,0,4.312720775604248
minisweagent,django__django-11019,True,llm-051,51,82,40360,56056,59,16,43,0,2.309926748275757
minisweagent,django__django-11019,True,llm-052,52,82,40483,56188,112,21,91,0,3.200937271118164
minisweagent,django__django-11019,True,llm-053,53,82,40605,56331,82,38,44,0,3.598651647567749
minisweagent,django__django-11019,True,llm-054,54,82,40969,56710,60,17,43,0,1.0901148319244385
minisweagent,django__django-11019,True,llm-055,55,82,41209,56966,64,19,45,0,1.1667890548706055
minisweagent,django__django-11019,True,llm-056,56,82,41547,57319,387,15,372,0,6.204374074935913
minisweagent,django__django-11019,True,llm-057,57,82,41962,57741,207,6,201,0,3.5463531017303467
minisweagent,django__django-11019,True,llm-058,58,82,42269,58046,204,10,194,0,2.817257881164551
minisweagent,django__django-11019,True,llm-059,59,82,43132,58981,325,48,277,0,9.653463125228882
minisweagent,django__django-11019,True,llm-060,60,82,43535,59417,471,31,440,0,5.8704986572265625
minisweagent,django__django-11019,True,llm-061,61,82,44225,60120,266,76,190,0,5.493717432022095
minisweagent,django__django-11019,True,llm-062,62,82,44739,60741,200,8,192,0,4.696195602416992
minisweagent,django__django-11019,True,llm-063,63,82,45254,61296,68,13,55,0,1.509312391281128
minisweagent,django__django-11019,True,llm-064,64,82,45967,62082,235,11,224,0,4.1723151206970215
minisweagent,django__django-11019,True,llm-065,65,82,46275,62386,270,45,225,0,3.6756696701049805
minisweagent,django__django-11019,True,llm-066,66,82,46833,62999,240,9,231,0,3.3706722259521484
minisweagent,django__django-11019,True,llm-067,67,82,47150,63316,246,15,231,0,3.270984649658203
minisweagent,django__django-11019,True,llm-068,68,82,47465,63635,242,10,232,0,3.5100395679473877
minisweagent,django__django-11019,True,llm-069,69,82,47893,64072,41,9,32,0,1.0081753730773926
minisweagent,django__django-11019,True,llm-070,70,82,48026,64212,240,9,231,0,4.024189233779907
minisweagent,django__django-11019,True,llm-071,71,82,48366,64544,245,12,233,0,3.699824333190918
minisweagent,django__django-11019,True,llm-072,72,82,48927,65144,403,16,387,0,5.34105110168457
minisweagent,django__django-11019,True,llm-073,73,82,49513,65724,578,315,263,0,9.044219732284546
minisweagent,django__django-11019,True,llm-074,74,82,49871,66389,354,25,329,0,6.586924076080322
minisweagent,django__django-11019,True,llm-075,75,82,50544,67061,66,31,35,0,1.454939603805542
minisweagent,django__django-11019,True,llm-076,76,82,52364,68835,67,16,51,0,1.7992255687713623
minisweagent,django__django-11019,True,llm-077,77,82,54200,70610,270,20,250,0,4.242676258087158
minisweagent,django__django-11019,True,llm-078,78,82,54536,70961,290,21,269,0,3.999636650085449
minisweagent,django__django-11019,True,llm-079,79,82,54903,71344,53,11,42,0,1.8254988193511963
minisweagent,django__django-11019,True,llm-080,80,82,54999,71454,58,7,51,0,1.8212993144989014
minisweagent,django__django-11019,True,llm-081,81,82,56835,73220,52,10,42,0,8.165743827819824
minisweagent,django__django-11019,True,llm-082,82,82,56931,73329,76,13,63,0,2.122000217437744
minisweagent,django__django-11039,True,llm-001,1,77,1497,1499,236,152,84,0,4.866641998291016
minisweagent,django__django-11039,True,llm-002,2,77,1658,1810,82,24,58,0,1.1640708446502686
minisweagent,django__django-11039,True,llm-003,3,77,2378,2540,114,59,55,0,1.6419968605041504
minisweagent,django__django-11039,True,llm-004,4,77,4562,4703,78,15,63,0,1.2847602367401123
minisweagent,django__django-11039,True,llm-005,5,77,4739,4890,58,11,47,0,0.9128437042236328
minisweagent,django__django-11039,True,llm-006,6,77,5086,5234,93,21,72,0,1.3154289722442627
minisweagent,django__django-11039,True,llm-007,7,77,5237,5411,67,19,48,0,1.8371641635894775
minisweagent,django__django-11039,True,llm-008,8,77,5693,5878,144,83,61,0,2.6485328674316406
minisweagent,django__django-11039,True,llm-009,9,77,8284,8567,61,20,41,0,2.4286060333251953
minisweagent,django__django-11039,True,llm-010,10,77,8604,8899,64,18,46,0,2.760622978210449
minisweagent,django__django-11039,True,llm-011,11,77,8925,9238,72,34,38,0,1.428997278213501
minisweagent,django__django-11039,True,llm-012,12,77,9007,9350,46,11,35,0,2.0888731479644775
minisweagent,django__django-11039,True,llm-013,13,77,9237,9584,55,15,40,0,2.168682098388672
minisweagent,django__django-11039,True,llm-014,14,77,9525,9862,75,38,37,0,2.783816337585449
minisweagent,django__django-11039,True,llm-015,15,77,9645,10017,57,13,44,0,1.96720552444458
minisweagent,django__django-11039,True,llm-016,16,77,9914,10283,105,60,45,0,2.106470823287964
minisweagent,django__django-11039,True,llm-017,17,77,10018,10448,248,200,48,0,3.8849294185638428
minisweagent,django__django-11039,True,llm-018,18,77,10171,10807,124,83,41,0,8.402663707733154
minisweagent,django__django-11039,True,llm-019,19,77,10292,11006,61,14,47,0,1.8311700820922852
minisweagent,django__django-11039,True,llm-020,20,77,10758,11485,62,15,47,0,1.4995076656341553
minisweagent,django__django-11039,True,llm-021,21,77,11022,11757,219,109,110,0,3.541322708129883
minisweagent,django__django-11039,True,llm-022,22,77,11492,12351,179,16,163,0,2.9748551845550537
minisweagent,django__django-11039,True,llm-023,23,77,12278,13151,39,8,31,0,1.4397969245910645
minisweagent,django__django-11039,True,llm-024,24,77,12390,13268,169,6,163,0,2.215506076812744
minisweagent,django__django-11039,True,llm-025,25,77,12867,13766,189,12,177,0,2.683907985687256
minisweagent,django__django-11039,True,llm-026,26,77,13904,14880,36,6,30,0,1.2017273902893066
minisweagent,django__django-11039,True,llm-027,27,77,14016,14994,182,5,177,0,3.7747299671173096
minisweagent,django__django-11039,True,llm-028,28,77,14258,15229,231,31,200,0,3.15493106842041
minisweagent,django__django-11039,True,llm-029,29,77,14520,15513,209,15,194,0,3.2912845611572266
minisweagent,django__django-11039,True,llm-030,30,77,15066,16049,242,19,223,0,3.5512335300445557
minisweagent,django__django-11039,True,llm-031,31,77,15638,16618,170,98,72,0,2.5546622276306152
minisweagent,django__django-11039,True,llm-032,32,77,16370,17436,120,50,70,0,2.1872684955596924
minisweagent,django__django-11039,True,llm-033,33,77,16469,17587,49,10,39,0,1.713963508605957
minisweagent,django__django-11039,True,llm-034,34,77,17177,18294,252,17,235,0,4.338231801986694
minisweagent,django__django-11039,True,llm-035,35,77,17762,18877,283,37,246,0,3.7310547828674316
minisweagent,django__django-11039,True,llm-036,36,77,18374,19505,269,19,250,0,3.6644816398620605
