workload,trace_id,scale_selected,node_id,call_index,trace_llm_calls,prompt_qwen36_tokens,input_nemotron_tokens,output_recorded_tokens,output_reasoning_tokens,output_nonreasoning_tokens,output_unknown_tokens,capture_llm_phase_seconds
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-035,35,55,101174,103428,372,319,53,0,4.8409998416900635
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-036,36,55,101349,103591,81,28,53,0,1.4930000305175781
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-037,37,55,101789,104026,465,389,76,0,5.928000211715698
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-038,38,55,102277,104516,616,544,72,0,7.625
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-039,39,55,102757,104998,132,56,76,0,1.8929998874664307
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-040,40,55,102974,105207,86,21,65,0,1.4100000858306885
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-041,41,55,103171,105394,86,21,65,0,1.4500000476837158
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-042,42,55,103366,105580,84,28,56,0,1.3269999027252197
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-043,43,55,104097,106316,439,365,74,0,5.716999769210815
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-044,44,55,104310,106521,81,24,57,0,1.496999979019165
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-045,45,55,104489,106691,76,24,52,0,1.50600004196167
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-046,46,55,104923,107120,968,923,45,0,11.718000173568726
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-047,47,55,107571,109818,75,30,45,0,1.4429998397827148
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-048,48,55,110146,112445,534,457,77,0,6.704999923706055
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-049,49,55,110365,112656,88,32,56,0,1.3980000019073486
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-050,50,55,110543,112824,393,317,76,0,4.99399995803833
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-051,51,55,110760,113033,92,21,71,0,1.4930000305175781
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-052,52,55,110967,113232,100,36,64,0,1.5829999446868896
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-053,53,55,111162,113417,81,21,60,0,1.3949999809265137
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-054,54,55,111349,113594,99,27,72,0,1.568000078201294
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,llm-055,55,55,111556,,1367,,,1367,12.724999904632568
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-001,1,12,7240,7839,212,137,75,0,2.8489999771118164
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-002,2,12,7838,8434,106,33,73,0,1.4449999332427979
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-003,3,12,8436,9029,108,32,76,0,1.5829999446868896
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-004,4,12,10532,11141,69,25,44,0,1.192000150680542
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-005,5,12,11158,11773,128,32,96,0,1.7049999237060547
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-006,6,12,11313,11925,77,17,60,0,1.1410000324249268
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-007,7,12,11740,12360,81,18,63,0,1.1970000267028809
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-008,8,12,12223,12840,86,36,50,0,1.374000072479248
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-009,9,12,14846,15519,107,45,62,0,1.6200001239776611
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-010,10,12,16436,17127,73,27,46,0,1.2780001163482666
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-011,11,12,18786,19578,74,24,50,0,1.2679998874664307
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,llm-012,12,12,26173,27041,198,117,81,0,2.7300000190734863
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-001,1,18,7108,7710,115,70,45,0,1.7279999256134033
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-002,2,18,9959,10620,97,25,72,0,1.4860000610351562
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-003,3,18,16989,18003,89,39,50,0,1.4470000267028809
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-004,4,18,20319,21424,149,90,59,0,2.195000171661377
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-005,5,18,27672,29308,103,54,49,0,1.6460001468658447
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-006,6,18,30720,32412,96,23,73,0,1.5289998054504395
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-007,7,18,37621,39658,74,26,48,0,1.3400001525878906
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-008,8,18,40574,42682,57,19,38,0,1.121000051498413
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-009,9,18,40862,42978,76,19,57,0,1.1490001678466797
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-010,10,18,41173,43294,154,95,59,0,2.1589999198913574
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-011,11,18,41356,43469,55,8,47,0,0.9489998817443848
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-012,12,18,44296,46461,59,20,39,0,1.0850000381469727
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-013,13,18,44591,46762,99,33,66,0,1.559999942779541
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-014,14,18,48070,50306,683,637,46,0,8.318000078201294
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-015,15,18,52311,55245,926,880,46,0,11.207000017166138
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-016,16,18,53920,56859,131,88,43,0,1.8519999980926514
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-017,17,18,55562,58503,133,94,39,0,2.0289998054504395
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,llm-018,18,18,63019,66112,1015,873,142,0,12.414000034332275
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-001,1,14,7101,7704,163,109,54,0,2.2720000743865967
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-002,2,14,10106,10761,143,98,45,0,1.9800000190734863
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-003,3,14,17309,18100,101,51,50,0,1.6129999160766602
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-004,4,14,18051,18847,115,9,106,0,1.553999900817871
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-005,5,14,18615,19414,135,19,116,0,1.9630000591278076
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-006,6,14,18794,19586,142,11,131,0,1.9079999923706055
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-007,7,14,18991,19774,134,12,122,0,1.8340001106262207
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-008,8,14,30138,30808,173,119,54,0,2.5799999237060547
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-009,9,14,33051,33746,89,42,47,0,1.5069999694824219
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-010,10,14,38729,39508,107,49,58,0,1.946000099182129
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-011,11,14,39816,40576,225,167,58,0,3.1440000534057617
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-012,12,14,43285,44148,69,25,44,0,1.2799999713897705
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-013,13,14,43373,44232,99,9,90,0,1.4790000915527344
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,llm-014,14,14,47831,48637,308,180,128,0,5.884999990463257
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-001,1,11,7107,7722,190,17,173,0,2.6110000610351562
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-002,2,11,7531,8158,1860,1660,200,0,21.45899987220764
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-003,3,11,7866,8478,3079,1947,1132,0,35.47699999809265
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-004,4,11,9552,10135,935,148,787,0,10.916000127792358
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-005,5,11,10414,10973,2250,1033,1217,0,26.06000018119812
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-006,6,11,11753,12284,1067,263,804,0,12.444999933242798
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-007,7,11,12743,13243,617,327,290,0,7.486000061035156
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-008,8,11,13058,13544,521,56,465,0,6.343999862670898
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-009,9,11,13726,14179,840,17,823,0,9.848999977111816
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-010,10,11,14834,15290,762,21,741,0,9.205000162124634
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,llm-011,11,11,15852,16279,343,119,224,0,4.440999984741211
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-001,1,25,7112,7717,127,73,54,0,1.8450000286102295
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-002,2,25,9841,10541,86,36,50,0,1.3899998664855957
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-003,3,25,12336,13111,101,55,46,0,1.503000020980835
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-004,4,25,14686,15564,85,35,50,0,1.3480000495910645
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-005,5,25,22077,23031,127,78,49,0,1.8629999160766602
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-006,6,25,24790,25836,80,25,55,0,1.4059998989105225
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-007,7,25,24966,26002,77,25,52,0,1.1749999523162842
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-008,8,25,27771,28882,73,29,44,0,1.2120001316070557
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-009,9,25,30510,31698,61,25,36,0,1.2660000324249268
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-010,10,25,30608,31790,86,26,60,0,1.3040001392364502
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-011,11,25,32227,33449,101,39,62,0,2.201000213623047
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-012,12,25,33213,34455,60,17,43,0,1.1599998474121094
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-013,13,25,48992,50607,85,29,56,0,1.7680001258850098
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-014,14,25,50211,51841,128,65,63,0,1.9479999542236328
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-015,15,25,50402,52024,102,46,56,0,1.5480000972747803
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-016,16,25,50581,52193,81,32,49,0,1.5230000019073486
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-017,17,25,53248,54943,90,31,59,0,1.7649998664855957
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-018,18,25,54283,56001,143,85,58,0,2.0209999084472656
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-019,19,25,55257,56995,121,60,61,0,1.8320000171661377
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-020,20,25,56210,57965,78,34,44,0,1.3660001754760742
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-021,21,25,59065,60900,140,75,65,0,2.071000099182129
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-022,22,25,59486,61324,82,25,57,0,1.438000202178955
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-023,23,25,60987,62856,129,61,68,0,2.052999973297119
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-024,24,25,61186,63049,109,37,72,0,1.8310000896453857
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,llm-025,25,25,61611,63477,154,27,127,0,2.250999927520752
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,llm-001,1,7,7403,8006,2892,1946,946,0,33.407999992370605
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,llm-002,2,7,8478,9065,128,15,113,0,1.8389999866485596
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,llm-003,3,7,9000,9615,899,44,855,0,10.585000038146973
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,llm-004,4,7,9968,10582,120,7,113,0,1.7279999256134033
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,llm-005,5,7,10444,11057,1087,517,570,0,12.79800009727478
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,llm-006,6,7,11114,11705,746,266,480,0,8.90500020980835
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,llm-007,7,7,11800,12369,3171,3008,163,0,36.59699988365173
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-001,1,10,7079,7690,305,155,150,0,4.194000005722046
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-002,2,10,26475,28112,186,27,159,0,3.007999897003174
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-003,3,10,26746,28391,542,315,227,0,6.575999975204468
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-004,4,10,27033,28670,418,72,346,0,10.717000007629395
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-005,5,10,27439,29071,44,13,31,0,2.486999988555908
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-006,6,10,27526,29156,361,15,346,0,4.611999988555908
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-007,7,10,27932,29557,72,25,47,0,1.187999963760376
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-008,8,10,28077,29698,50,15,35,0,0.996999979019165
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-009,9,10,28133,29751,355,9,346,0,4.42300009727478
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,llm-010,10,10,28599,30211,70,54,16,0,1.1370000839233398
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-001,1,15,7029,7629,163,17,146,0,2.2819998264312744
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-002,2,15,8461,8989,362,312,50,0,4.516999959945679
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-003,3,15,9026,9555,83,25,58,0,1.2139999866485596
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-004,4,15,15569,16296,136,88,48,0,2.01200008392334
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-005,5,15,35210,35444,415,70,345,0,5.605999946594238
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-006,6,15,35675,35898,261,20,241,0,3.4079999923706055
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-007,7,15,36494,36703,281,223,58,0,3.877000093460083
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-008,8,15,43369,43749,238,11,227,0,3.2930002212524414
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-009,9,15,44553,44920,82,24,58,0,1.5950000286102295
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-010,10,15,51396,51941,242,14,228,0,3.3499999046325684
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-011,11,15,51780,52312,92,34,58,0,1.3989999294281006
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-012,12,15,58328,59056,241,13,228,0,3.384000062942505
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-013,13,15,59157,59872,95,37,58,0,1.5780000686645508
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-014,14,15,60128,60920,770,570,200,0,9.301000118255615
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,llm-015,15,15,60443,61222,51,38,13,0,0.994999885559082
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,llm-001,1,7,7036,7636,114,59,55,0,1.7160000801086426
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,llm-002,2,7,7518,8109,84,36,48,0,1.2269999980926514
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,llm-003,3,7,10670,11337,76,19,57,0,1.2669999599456787
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,llm-004,4,7,32504,34073,61,18,43,0,1.6469998359680176
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,llm-005,5,7,32593,34156,102,33,69,0,1.5339999198913574
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,llm-006,6,7,34138,35703,109,30,79,0,1.8219997882843018
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,llm-007,7,7,34942,36503,166,94,72,0,2.4060001373291016
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-001,1,106,7076,7678,208,139,69,0,2.763000011444092
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-002,2,106,9800,10423,68,21,47,0,1.189000129699707
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-003,3,106,12455,13099,54,19,35,0,1.0320000648498535
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-004,4,106,12985,13629,73,28,45,0,1.0850000381469727
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-005,5,106,14721,15384,66,17,49,0,1.1519999504089355
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-006,6,106,17579,18284,72,21,51,0,1.2230000495910645
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-007,7,106,17749,18442,63,20,43,0,0.9750001430511475
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-008,8,106,20794,21505,60,20,40,0,1.070000171661377
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-009,9,106,21342,22052,83,36,47,0,1.2880001068115234
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-010,10,106,22390,23099,87,39,48,0,1.4159998893737793
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-011,11,106,24088,24821,187,126,61,0,2.6010000705718994
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-012,12,106,26940,27707,123,67,56,0,1.805999994277954
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-013,13,106,27812,28578,72,22,50,0,1.132000207901001
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-014,14,106,30309,31071,87,37,50,0,1.5099999904632568
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-015,15,106,31588,32364,101,56,45,0,1.7639999389648438
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-016,16,106,34434,35244,71,20,51,0,1.4839999675750732
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-017,17,106,34991,35799,90,42,48,0,1.4219999313354492
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-018,18,106,36381,37195,74,22,52,0,1.375
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-019,19,106,36948,37760,99,52,47,0,1.5140001773834229
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-020,20,106,38552,39385,97,47,50,0,1.6080000400543213
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-021,21,106,40248,41107,103,49,54,0,1.6329998970031738
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-022,22,106,40426,41271,70,19,51,0,1.1470000743865967
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-023,23,106,43294,44155,72,32,40,0,1.244999885559082
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-024,24,106,43864,44724,84,37,47,0,1.4470000267028809
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-025,25,106,44672,45537,78,31,47,0,1.2670001983642578
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-026,26,106,47324,48234,94,51,43,0,1.5369999408721924
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-027,27,106,49961,50895,63,26,37,0,1.1470000743865967
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-028,28,106,50518,51453,74,28,46,0,1.2650001049041748
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-029,29,106,52353,53319,103,55,48,0,1.633000135421753
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-030,30,106,53815,54798,169,111,58,0,2.2929999828338623
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-031,31,106,54671,55649,85,23,62,0,1.4849998950958252
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-032,32,106,54861,55829,82,30,52,0,1.5350000858306885
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-033,33,106,55406,56358,74,19,55,0,1.2290000915527344
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-034,34,106,55586,56524,83,35,48,0,1.309999942779541
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-035,35,106,55748,56676,67,23,44,0,1.1570000648498535
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-036,36,106,58633,59586,89,49,40,0,1.4579999446868896
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-037,37,106,59183,60137,234,170,64,0,3.072999954223633
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-038,38,106,59704,60652,103,55,48,0,1.753000020980835
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-039,39,106,61430,62400,99,50,49,0,1.571000099182129
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-040,40,106,62906,63898,107,55,52,0,1.690000057220459
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-041,41,106,63962,64967,105,58,47,0,1.5950000286102295
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-042,42,106,65513,66538,103,55,48,0,1.8870000839233398
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-043,43,106,66777,67813,103,55,48,0,1.690000057220459
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-044,44,106,68667,69733,74,27,47,0,1.3629999160766602
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-045,45,106,70471,71562,110,56,54,0,1.5969998836517334
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-046,46,106,71095,72187,106,58,48,0,1.6600000858306885
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-047,47,106,72352,73457,107,56,51,0,1.6180000305175781
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-048,48,106,73410,74524,115,59,56,0,1.8410000801086426
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-049,49,106,74470,75601,209,146,63,0,2.802000045776367
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-050,50,106,74666,75783,72,22,50,0,1.2219998836517334
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-051,51,106,77427,78568,191,126,65,0,2.73799991607666
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-052,52,106,77628,78755,116,49,67,0,1.7349998950958252
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-053,53,106,77828,78945,76,19,57,0,1.5810000896453857
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-054,54,106,78011,79116,74,19,55,0,1.2080001831054688
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-055,55,106,78191,79282,113,50,63,0,1.9500000476837158
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-056,56,106,78387,79464,95,41,54,0,1.4589998722076416
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-057,57,106,79661,80750,108,59,49,0,1.994999885559082
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-058,58,106,81149,82255,115,59,56,0,1.7149999141693115
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-059,59,106,81328,82424,73,27,46,0,1.5769999027252197
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-060,60,106,83435,84556,99,29,70,0,1.685999870300293
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-061,61,106,83645,84752,105,41,64,0,1.5820000171661377
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-062,62,106,83836,84937,113,57,56,0,1.6959998607635498
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-063,63,106,84453,85555,123,54,69,0,1.809000015258789
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-064,64,106,84654,85750,103,31,72,0,1.8550000190734863
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-065,65,106,84868,85950,107,34,73,0,1.753000020980835
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-066,66,106,85084,86152,93,31,62,0,1.4229998588562012
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-067,67,106,85278,86332,98,41,57,0,1.5969998836517334
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-068,68,106,86179,87229,96,22,74,0,1.6639997959136963
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-069,69,106,86397,87433,82,26,56,0,1.3809998035430908
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,llm-070,70,106,89184,90245,94,43,51,0,1.8589999675750732
