cc,minute_start,minute_end,samples,sampled_span_s,output_tokens_per_s,prompt_tokens_per_s,prefix_hit_percent,prompt_reuse_percent,prefix_query_amplification,prefill_compute_tokens_per_s,preemptions,recomputed_tokens,backend_running_mean,backend_waiting_mean,kv_mean_percent,completed_tasks
8,26,27,59,58.15993022918701,369.10291871751576,75888.60548159733,98.24270995657486,98.22669357696397,1.0019070271583144,1345.737515357643,0.0,0.0,5.0,0.0,8.625432602715415,0
8,27,28,60,59.15444087982178,303.00345558864154,67236.6426060958,97.91775721800417,97.91775721800417,1.0,1400.030137521765,0.0,0.0,3.8833333333333333,0.0,7.635712317442819,2
8,28,29,60,59.15316843986511,320.23643871684374,35879.227706248625,96.35190847967131,96.35190847967131,1.0,1308.9070635110777,0.0,0.0,3.5833333333333335,0.0,5.597042344080096,3
8,29,30,60,59.16014862060547,372.80163275854665,50192.38573998042,96.47486516284752,96.46428945483397,0.994545342493018,1774.6574754788962,0.0,0.0,5.1,0.0,7.470377514466795,0
16,0,1,60,59.162423849105835,675.4963268903325,61005.647929594576,95.83744596286684,95.820673703786,1.0074572444851302,2549.625086097276,0.0,0.0,13.4,0.0,13.429778635069347,0
16,1,2,60,59.150951623916626,651.975985867435,77960.165870526,96.84738232145835,96.8656495680938,1.0078732832287163,2443.544795677618,0.0,0.0,13.066666666666666,0.0,17.130981905024342,0
16,2,3,60,59.180362701416016,604.5924419308077,86384.31342154783,97.03847035548635,97.06370280825193,1.000898624970781,2536.500169107755,0.0,0.0,12.616666666666667,0.0,19.382290805547907,2
16,3,4,60,59.15609908103943,601.4088243253188,89204.07332422229,97.67477685461284,97.63612227862038,0.9964286289562276,2108.6752158744303,0.0,0.0,12.233333333333333,0.0,21.37457518140902,1
16,4,5,59,58.149532318115234,623.1348483040467,81235.13314187751,97.54234473596811,97.52349016731286,1.0096615320129938,2011.7960598550824,0.0,0.0,12.94915254237288,0.0,22.94791019611323,3
16,5,6,60,59.154462814331055,583.1343631379079,84115.17514101304,97.12184667158964,97.13661434128625,0.9922854430293252,2408.5418617897253,0.0,0.0,12.233333333333333,0.0,20.86984476899054,1
16,6,7,60,59.158318758010864,570.5030282901638,88443.08137630254,97.66520187517774,97.66520187517774,1.0,2064.967405508931,0.0,0.0,11.766666666666667,0.0,21.732800587857078,2
16,7,8,60,59.15657901763916,549.5584859683358,96590.6429155787,97.57051662136251,97.57051662136251,1.0,2346.653614953072,0.0,0.0,11.566666666666666,0.0,22.394139799761177,1
16,8,9,60,59.151155948638916,547.9520979800194,105999.55147866005,97.96158354202561,97.92006246893938,0.9960516721222789,2204.724453960579,0.0,0.0,11.55,0.0,23.49040139616056,3
16,9,10,60,59.14554500579834,537.3185756743715,65729.71809827565,97.14900118838776,97.14900118838776,1.0,1873.9534818579182,0.0,0.0,10.3,0.0,18.19647285753651,3
16,10,11,60,59.157397985458374,520.6618453294932,88796.68780042097,97.43861628283065,97.43861628283065,1.0,2274.4239027056906,0.0,0.0,11.166666666666666,0.0,18.16156884357491,2
16,11,12,59,58.153871297836304,532.8622034686958,74276.63719716476,96.88257252359757,96.89735370556693,1.012517264833635,2304.5413316273293,0.0,0.0,11.677966101694915,0.0,17.771623130058707,5
16,12,13,60,59.14798974990845,500.5580092440222,87050.00832269147,97.08165861713856,97.09198181413147,1.0046484319844904,2531.430072823933,0.0,0.0,11.25,0.0,17.250390373840354,1
16,13,14,60,59.19983148574829,527.0116352866784,90201.60811244078,97.5804180852041,97.58258550689898,0.9949557296738528,2180.546747520329,0.0,0.0,12.366666666666667,0.0,20.78120694406173,2
